Chembl IDs	Drug generic name	Drug type	Target gene name	Target gene ID	Target type	Action type	Mechanism af action	Disease indication	Disease indication ID	Approval year	Genetically supported drugs	First genetic evidence reported		Genetic evidence 5y prior approval	Genetically discovered drugs	Drug trade names
CHEMBL190	THEOPHYLLINE	Small molecule	ADORA2B	ENSG00000170425	protein family	ANTAGONIST	Adenosine receptor antagonist	Chronic Bronchitis	EFO_0006505	1940						Accurbron,Aerolate,Aerolate iii,Aerolate jr,Aerolate sr,Aquaphyllin,Bronkodyl,Duraphyl,Elixicon,Elixomin,Elixophyllin,Elixophyllin sr,Labid,Lanophyllin,Lasma,Nuelin,Nuelin sa,Nuelin sa-250,Pro-vent,Quibron,Quibron-t,Quibron-t/sr,Respbid,Slo-bid,Slo-phyllin,Somophyllin-crt,Somophyllin-t,Sustaire,T-phyl,Theo-24,Theo-dur,Theobid,Theobid jr.,Theochron,Theocin,Theoclear l.a.-130,Theoclear l.a.-260,Theoclear-100,Theoclear-200,Theoclear-80,Theograd,Theolair,Theolair-sr,Theolixir,Theophyl,Theophyl-225,Theophyl-sr,Theophylline,Theophylline-sr,Theovent,Uni-dur,Uniphyl,Uniphyllin continus
CHEMBL190	THEOPHYLLINE	Small molecule	PDE3A	ENSG00000172572	protein family	INHIBITOR	Phosphodiesterase 3 inhibitor	Airway Obstruction	HP_0006536	1940						Accurbron,Aerolate,Aerolate iii,Aerolate jr,Aerolate sr,Aquaphyllin,Bronkodyl,Duraphyl,Elixicon,Elixomin,Elixophyllin,Elixophyllin sr,Labid,Lanophyllin,Lasma,Nuelin,Nuelin sa,Nuelin sa-250,Pro-vent,Quibron,Quibron-t,Quibron-t/sr,Respbid,Slo-bid,Slo-phyllin,Somophyllin-crt,Somophyllin-t,Sustaire,T-phyl,Theo-24,Theo-dur,Theobid,Theobid jr.,Theochron,Theocin,Theoclear l.a.-130,Theoclear l.a.-260,Theoclear-100,Theoclear-200,Theoclear-80,Theograd,Theolair,Theolair-sr,Theolixir,Theophyl,Theophyl-225,Theophyl-sr,Theophylline,Theophylline-sr,Theovent,Uni-dur,Uniphyl,Uniphyllin continus
CHEMBL190	THEOPHYLLINE	Small molecule	PDE3A	ENSG00000172572	protein family	INHIBITOR	Phosphodiesterase 3 inhibitor	Asthma	MONDO_0004979	1940						Accurbron,Aerolate,Aerolate iii,Aerolate jr,Aerolate sr,Aquaphyllin,Bronkodyl,Duraphyl,Elixicon,Elixomin,Elixophyllin,Elixophyllin sr,Labid,Lanophyllin,Lasma,Nuelin,Nuelin sa,Nuelin sa-250,Pro-vent,Quibron,Quibron-t,Quibron-t/sr,Respbid,Slo-bid,Slo-phyllin,Somophyllin-crt,Somophyllin-t,Sustaire,T-phyl,Theo-24,Theo-dur,Theobid,Theobid jr.,Theochron,Theocin,Theoclear l.a.-130,Theoclear l.a.-260,Theoclear-100,Theoclear-200,Theoclear-80,Theograd,Theolair,Theolair-sr,Theolixir,Theophyl,Theophyl-225,Theophyl-sr,Theophylline,Theophylline-sr,Theovent,Uni-dur,Uniphyl,Uniphyllin continus
CHEMBL190	THEOPHYLLINE	Small molecule	PDE3A	ENSG00000172572	protein family	INHIBITOR	Phosphodiesterase 3 inhibitor	Chronic Bronchitis	EFO_0006505	1940						Accurbron,Aerolate,Aerolate iii,Aerolate jr,Aerolate sr,Aquaphyllin,Bronkodyl,Duraphyl,Elixicon,Elixomin,Elixophyllin,Elixophyllin sr,Labid,Lanophyllin,Lasma,Nuelin,Nuelin sa,Nuelin sa-250,Pro-vent,Quibron,Quibron-t,Quibron-t/sr,Respbid,Slo-bid,Slo-phyllin,Somophyllin-crt,Somophyllin-t,Sustaire,T-phyl,Theo-24,Theo-dur,Theobid,Theobid jr.,Theochron,Theocin,Theoclear l.a.-130,Theoclear l.a.-260,Theoclear-100,Theoclear-200,Theoclear-80,Theograd,Theolair,Theolair-sr,Theolixir,Theophyl,Theophyl-225,Theophyl-sr,Theophylline,Theophylline-sr,Theovent,Uni-dur,Uniphyl,Uniphyllin continus
CHEMBL190	THEOPHYLLINE	Small molecule	PDE4B	ENSG00000184588	protein family	INHIBITOR	Phosphodiesterase 4 inhibitor	Airway Obstruction	HP_0006536	1940						Accurbron,Aerolate,Aerolate iii,Aerolate jr,Aerolate sr,Aquaphyllin,Bronkodyl,Duraphyl,Elixicon,Elixomin,Elixophyllin,Elixophyllin sr,Labid,Lanophyllin,Lasma,Nuelin,Nuelin sa,Nuelin sa-250,Pro-vent,Quibron,Quibron-t,Quibron-t/sr,Respbid,Slo-bid,Slo-phyllin,Somophyllin-crt,Somophyllin-t,Sustaire,T-phyl,Theo-24,Theo-dur,Theobid,Theobid jr.,Theochron,Theocin,Theoclear l.a.-130,Theoclear l.a.-260,Theoclear-100,Theoclear-200,Theoclear-80,Theograd,Theolair,Theolair-sr,Theolixir,Theophyl,Theophyl-225,Theophyl-sr,Theophylline,Theophylline-sr,Theovent,Uni-dur,Uniphyl,Uniphyllin continus
CHEMBL190	THEOPHYLLINE	Small molecule	PDE4B	ENSG00000184588	protein family	INHIBITOR	Phosphodiesterase 4 inhibitor	Asthma	MONDO_0004979	1940						Accurbron,Aerolate,Aerolate iii,Aerolate jr,Aerolate sr,Aquaphyllin,Bronkodyl,Duraphyl,Elixicon,Elixomin,Elixophyllin,Elixophyllin sr,Labid,Lanophyllin,Lasma,Nuelin,Nuelin sa,Nuelin sa-250,Pro-vent,Quibron,Quibron-t,Quibron-t/sr,Respbid,Slo-bid,Slo-phyllin,Somophyllin-crt,Somophyllin-t,Sustaire,T-phyl,Theo-24,Theo-dur,Theobid,Theobid jr.,Theochron,Theocin,Theoclear l.a.-130,Theoclear l.a.-260,Theoclear-100,Theoclear-200,Theoclear-80,Theograd,Theolair,Theolair-sr,Theolixir,Theophyl,Theophyl-225,Theophyl-sr,Theophylline,Theophylline-sr,Theovent,Uni-dur,Uniphyl,Uniphyllin continus
CHEMBL190	THEOPHYLLINE	Small molecule	PDE4B	ENSG00000184588	protein family	INHIBITOR	Phosphodiesterase 4 inhibitor	Chronic Bronchitis	EFO_0006505	1940						Accurbron,Aerolate,Aerolate iii,Aerolate jr,Aerolate sr,Aquaphyllin,Bronkodyl,Duraphyl,Elixicon,Elixomin,Elixophyllin,Elixophyllin sr,Labid,Lanophyllin,Lasma,Nuelin,Nuelin sa,Nuelin sa-250,Pro-vent,Quibron,Quibron-t,Quibron-t/sr,Respbid,Slo-bid,Slo-phyllin,Somophyllin-crt,Somophyllin-t,Sustaire,T-phyl,Theo-24,Theo-dur,Theobid,Theobid jr.,Theochron,Theocin,Theoclear l.a.-130,Theoclear l.a.-260,Theoclear-100,Theoclear-200,Theoclear-80,Theograd,Theolair,Theolair-sr,Theolixir,Theophyl,Theophyl-225,Theophyl-sr,Theophylline,Theophylline-sr,Theovent,Uni-dur,Uniphyl,Uniphyllin continus
CHEMBL190	THEOPHYLLINE	Small molecule	ADORA3	ENSG00000282608	protein family	ANTAGONIST	Adenosine receptor antagonist	Airway Obstruction	HP_0006536	1940						Accurbron,Aerolate,Aerolate iii,Aerolate jr,Aerolate sr,Aquaphyllin,Bronkodyl,Duraphyl,Elixicon,Elixomin,Elixophyllin,Elixophyllin sr,Labid,Lanophyllin,Lasma,Nuelin,Nuelin sa,Nuelin sa-250,Pro-vent,Quibron,Quibron-t,Quibron-t/sr,Respbid,Slo-bid,Slo-phyllin,Somophyllin-crt,Somophyllin-t,Sustaire,T-phyl,Theo-24,Theo-dur,Theobid,Theobid jr.,Theochron,Theocin,Theoclear l.a.-130,Theoclear l.a.-260,Theoclear-100,Theoclear-200,Theoclear-80,Theograd,Theolair,Theolair-sr,Theolixir,Theophyl,Theophyl-225,Theophyl-sr,Theophylline,Theophylline-sr,Theovent,Uni-dur,Uniphyl,Uniphyllin continus
CHEMBL190	THEOPHYLLINE	Small molecule	ADORA3	ENSG00000282608	protein family	ANTAGONIST	Adenosine receptor antagonist	Asthma	MONDO_0004979	1940						Accurbron,Aerolate,Aerolate iii,Aerolate jr,Aerolate sr,Aquaphyllin,Bronkodyl,Duraphyl,Elixicon,Elixomin,Elixophyllin,Elixophyllin sr,Labid,Lanophyllin,Lasma,Nuelin,Nuelin sa,Nuelin sa-250,Pro-vent,Quibron,Quibron-t,Quibron-t/sr,Respbid,Slo-bid,Slo-phyllin,Somophyllin-crt,Somophyllin-t,Sustaire,T-phyl,Theo-24,Theo-dur,Theobid,Theobid jr.,Theochron,Theocin,Theoclear l.a.-130,Theoclear l.a.-260,Theoclear-100,Theoclear-200,Theoclear-80,Theograd,Theolair,Theolair-sr,Theolixir,Theophyl,Theophyl-225,Theophyl-sr,Theophylline,Theophylline-sr,Theovent,Uni-dur,Uniphyl,Uniphyllin continus
CHEMBL190	THEOPHYLLINE	Small molecule	ADORA3	ENSG00000282608	protein family	ANTAGONIST	Adenosine receptor antagonist	Chronic Bronchitis	EFO_0006505	1940						Accurbron,Aerolate,Aerolate iii,Aerolate jr,Aerolate sr,Aquaphyllin,Bronkodyl,Duraphyl,Elixicon,Elixomin,Elixophyllin,Elixophyllin sr,Labid,Lanophyllin,Lasma,Nuelin,Nuelin sa,Nuelin sa-250,Pro-vent,Quibron,Quibron-t,Quibron-t/sr,Respbid,Slo-bid,Slo-phyllin,Somophyllin-crt,Somophyllin-t,Sustaire,T-phyl,Theo-24,Theo-dur,Theobid,Theobid jr.,Theochron,Theocin,Theoclear l.a.-130,Theoclear l.a.-260,Theoclear-100,Theoclear-200,Theoclear-80,Theograd,Theolair,Theolair-sr,Theolixir,Theophyl,Theophyl-225,Theophyl-sr,Theophylline,Theophylline-sr,Theovent,Uni-dur,Uniphyl,Uniphyllin continus
CHEMBL1378	THIETHYLPERAZINE	Small molecule	DRD2	ENSG00000149295	single protein	ANTAGONIST	Dopamine D2 receptor antagonist	Allergic Disease	MONDO_0005271	1961						
CHEMBL479	THIORIDAZINE	Small molecule	DRD4	ENSG00000069696	protein family	ANTAGONIST	D2-like dopamine receptor antagonist	Psychosis	EFO_0005407	1962						Mellaril,Mellaril-s,Melleril,Rideril
CHEMBL479	THIORIDAZINE	Small molecule	HTR2A	ENSG00000102468	single protein	ANTAGONIST	Serotonin 2a (5-HT2a) receptor antagonist	Psychosis	EFO_0005407	1962						Mellaril,Mellaril-s,Melleril,Rideril
CHEMBL479	THIORIDAZINE	Small molecule	HTR2C	ENSG00000147246	single protein	ANTAGONIST	Serotonin 2c (5-HT2c) receptor antagonist	Psychosis	EFO_0005407	1962						Mellaril,Mellaril-s,Melleril,Rideril
CHEMBL479	THIORIDAZINE	Small molecule	DRD2	ENSG00000149295	protein family	ANTAGONIST	D2-like dopamine receptor antagonist	Psychosis	EFO_0005407	1962						Mellaril,Mellaril-s,Melleril,Rideril
CHEMBL479	THIORIDAZINE	Small molecule	DRD3	ENSG00000151577	protein family	ANTAGONIST	D2-like dopamine receptor antagonist	Psychosis	EFO_0005407	1962						Mellaril,Mellaril-s,Melleril,Rideril
CHEMBL1201	THIOTHIXENE	Small molecule	HTR2A	ENSG00000102468	single protein	ANTAGONIST	Serotonin 2a (5-HT2a) receptor antagonist	Psychosis	EFO_0005407	1967						Navane,Orbinamon,Thiothixene
CHEMBL1201	THIOTHIXENE	Small molecule	HTR2A	ENSG00000102468	single protein	ANTAGONIST	Serotonin 2a (5-HT2a) receptor antagonist	Schizophrenia	MONDO_0005090	1967						Navane,Orbinamon,Thiothixene
CHEMBL1201	THIOTHIXENE	Small molecule	DRD2	ENSG00000149295	single protein	ANTAGONIST	Dopamine D2 receptor antagonist	Psychosis	EFO_0005407	1967						Navane,Orbinamon,Thiothixene
CHEMBL1027	TIAGABINE	Small molecule	SLC6A1	ENSG00000157103	single protein	INHIBITOR	GABA transporter 1 inhibitor	Epilepsy	EFO_0000474	1997						Gabitril
CHEMBL398435	TICAGRELOR	Small molecule	P2RY12	ENSG00000169313	single protein	NEGATIVE ALLOSTERIC MODULATOR	Purinergic receptor P2Y12 negative allosteric modulator	Acute Coronary Syndrome	EFO_0005672	2011						Brilinta,Brilique
CHEMBL398435	TICAGRELOR	Small molecule	P2RY12	ENSG00000169313	single protein	NEGATIVE ALLOSTERIC MODULATOR	Purinergic receptor P2Y12 negative allosteric modulator	Coronary Artery Disease	EFO_0001645	2011						Brilinta,Brilique
CHEMBL398435	TICAGRELOR	Small molecule	P2RY12	ENSG00000169313	single protein	NEGATIVE ALLOSTERIC MODULATOR	Purinergic receptor P2Y12 negative allosteric modulator	Myocardial Infarction	EFO_0000612	2011						Brilinta,Brilique
CHEMBL398435	TICAGRELOR	Small molecule	P2RY12	ENSG00000169313	single protein	NEGATIVE ALLOSTERIC MODULATOR	Purinergic receptor P2Y12 negative allosteric modulator	Recurrent Thrombophlebitis	HP_0004419	2011						Brilinta,Brilique
CHEMBL398435	TICAGRELOR	Small molecule	P2RY12	ENSG00000169313	single protein	NEGATIVE ALLOSTERIC MODULATOR	Purinergic receptor P2Y12 negative allosteric modulator	Stroke	EFO_0000712	2011						Brilinta,Brilique
CHEMBL398435	TICAGRELOR	Small molecule	P2RY12	ENSG00000169313	single protein	NEGATIVE ALLOSTERIC MODULATOR	Purinergic receptor P2Y12 negative allosteric modulator	Thrombotic Disease	MONDO_0000831	2011						Brilinta,Brilique
CHEMBL398435	TICAGRELOR	Small molecule	P2RY12	ENSG00000169313	single protein	NEGATIVE ALLOSTERIC MODULATOR	Purinergic receptor P2Y12 negative allosteric modulator	diabetes mellitus  Mellitus	MONDO_0005148	2011						Brilinta,Brilique
CHEMBL833	TICLOPIDINE	Small molecule	P2RY12	ENSG00000169313	single protein	ANTAGONIST	Purinergic receptor P2Y12 antagonist	Recurrent Thrombophlebitis	HP_0004419	1991						
CHEMBL833	TICLOPIDINE	Small molecule	P2RY12	ENSG00000169313	single protein	ANTAGONIST	Purinergic receptor P2Y12 antagonist	Stroke	EFO_0000712	1991						
CHEMBL833	TICLOPIDINE	Small molecule	P2RY12	ENSG00000169313	single protein	ANTAGONIST	Purinergic receptor P2Y12 antagonist	Thrombotic Disease	MONDO_0000831	1991						
CHEMBL2108681	TILDRAKIZUMAB	Antibody	IL23A	ENSG00000110944	protein complex	INHIBITOR	Interleukin-23 inhibitor	Immune System Disease	EFO_0000540	2018						Ilumetri,Ilumya
CHEMBL499	TIMOLOL	Small molecule	ADRB1	ENSG00000043591	single protein	ANTAGONIST	Beta-1 adrenergic receptor antagonist	Glaucoma	EFO_0000516	1978						Betim,Betimol,Blocadren,Glau-opt,Glaucol,Nyogel,Timolol,Timoptic,Tiopex
CHEMBL499	TIMOLOL	Small molecule	ADRB1	ENSG00000043591	single protein	ANTAGONIST	Beta-1 adrenergic receptor antagonist	Ocular Hypertension	EFO_1001069	1978						Betim,Betimol,Blocadren,Glau-opt,Glaucol,Nyogel,Timolol,Timoptic,Tiopex
CHEMBL499	TIMOLOL	Small molecule	ADRB1	ENSG00000043591	single protein	ANTAGONIST	Beta-1 adrenergic receptor antagonist	Open-Angle Glaucoma	EFO_0004190	1978						Betim,Betimol,Blocadren,Glau-opt,Glaucol,Nyogel,Timolol,Timoptic,Tiopex
CHEMBL499	TIMOLOL	Small molecule	ADRB2	ENSG00000169252	single protein	ANTAGONIST	Beta-2 adrenergic receptor antagonist	Cardiovascular Disease	EFO_0000319	1978						Betim,Betimol,Blocadren,Glau-opt,Glaucol,Nyogel,Timolol,Timoptic,Tiopex
CHEMBL499	TIMOLOL	Small molecule	ADRB2	ENSG00000169252	single protein	ANTAGONIST	Beta-2 adrenergic receptor antagonist	Glaucoma	EFO_0000516	1978						Betim,Betimol,Blocadren,Glau-opt,Glaucol,Nyogel,Timolol,Timoptic,Tiopex
CHEMBL499	TIMOLOL	Small molecule	ADRB2	ENSG00000169252	single protein	ANTAGONIST	Beta-2 adrenergic receptor antagonist	Ocular Hypertension	EFO_1001069	1978						Betim,Betimol,Blocadren,Glau-opt,Glaucol,Nyogel,Timolol,Timoptic,Tiopex
CHEMBL499	TIMOLOL	Small molecule	ADRB2	ENSG00000169252	single protein	ANTAGONIST	Beta-2 adrenergic receptor antagonist	Open-Angle Glaucoma	EFO_0004190	1978						Betim,Betimol,Blocadren,Glau-opt,Glaucol,Nyogel,Timolol,Timoptic,Tiopex
CHEMBL1201414	TINZAPARIN SODIUM	Oligosaccharide	SERPINC1	ENSG00000117601	single protein	ACTIVATOR	Antithrombin-III activator	Recurrent Thrombophlebitis	HP_0004419	2000						Innohep,Logiparin
CHEMBL1900528	TIOTROPIUM	Small molecule	CHRM3	ENSG00000133019	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M3 antagonist	Airway Obstruction	HP_0006536	2004						Braltus,Spiriva,Spiriva respimat
CHEMBL1900528	TIOTROPIUM	Small molecule	CHRM3	ENSG00000133019	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M3 antagonist	Asthma	MONDO_0004979	2004						Braltus,Spiriva,Spiriva respimat
CHEMBL1900528	TIOTROPIUM	Small molecule	CHRM3	ENSG00000133019	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M3 antagonist	Bronchospasm	HP_0025428	2004						Braltus,Spiriva,Spiriva respimat
CHEMBL1900528	TIOTROPIUM	Small molecule	CHRM3	ENSG00000133019	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M3 antagonist	Chronic Bronchitis	EFO_0006505	2004						Braltus,Spiriva,Spiriva respimat
CHEMBL1900528	TIOTROPIUM	Small molecule	CHRM3	ENSG00000133019	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M3 antagonist	Emphysema	EFO_0000464	2004						Braltus,Spiriva,Spiriva respimat
CHEMBL916	TIROFIBAN	Small molecule	ITGA2B	ENSG00000005961	protein complex	INHIBITOR	Integrin alpha-IIb/beta-3 inhibitor	Myocardial Infarction	EFO_0000612	1998						
CHEMBL916	TIROFIBAN	Small molecule	ITGA2B	ENSG00000005961	protein complex	INHIBITOR	Integrin alpha-IIb/beta-3 inhibitor	Recurrent Thrombophlebitis	HP_0004419	1998						
CHEMBL916	TIROFIBAN	Small molecule	ITGB3	ENSG00000259207	protein complex	INHIBITOR	Integrin alpha-IIb/beta-3 inhibitor	Recurrent Thrombophlebitis	HP_0004419	1998						
CHEMBL4297839	TIRZEPATIDE	Protein	GIPR	ENSG00000010310	single protein	AGONIST	Gastric inhibitory polypeptide receptor agonist	diabetes mellitus  Mellitus	MONDO_0005148	2022						
CHEMBL4297839	TIRZEPATIDE	Protein	GLP1R	ENSG00000112164	single protein	AGONIST	Glucagon-like peptide 1 receptor agonist	diabetes mellitus  Mellitus	MONDO_0005148	2022						
CHEMBL1079	TIZANIDINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor alpha-2 agonist	Spasticity	HP_0001257	1996						
CHEMBL1079	TIZANIDINE	Small molecule	ADRA2C	ENSG00000184160	protein family	AGONIST	Adrenergic receptor alpha-2 agonist	Spasticity	HP_0001257	1996						
CHEMBL1079	TIZANIDINE	Small molecule	ADRA2B	ENSG00000274286	protein family	AGONIST	Adrenergic receptor alpha-2 agonist	Spasticity	HP_0001257	1996						
CHEMBL1762	TOCAINIDE	Small molecule	SCN4A	ENSG00000007314	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1984						
CHEMBL1762	TOCAINIDE	Small molecule	SCN2A	ENSG00000136531	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1984						
CHEMBL1762	TOCAINIDE	Small molecule	SCN7A	ENSG00000136546	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1984						
CHEMBL1762	TOCAINIDE	Small molecule	SCN1A	ENSG00000144285	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1984						
CHEMBL1762	TOCAINIDE	Small molecule	SCN3A	ENSG00000153253	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1984						
CHEMBL1762	TOCAINIDE	Small molecule	SCN11A	ENSG00000168356	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1984						
CHEMBL1762	TOCAINIDE	Small molecule	SCN9A	ENSG00000169432	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1984						
CHEMBL1762	TOCAINIDE	Small molecule	SCN10A	ENSG00000185313	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1984						
CHEMBL1762	TOCAINIDE	Small molecule	SCN8A	ENSG00000196876	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1984						
CHEMBL1237022	TOCILIZUMAB	Antibody	IL6R	ENSG00000160712	single protein	INHIBITOR	Interleukin-6 receptor alpha subunit inhibitor	Immune System Disease	EFO_0000540	2005						Actemra,Actemra roactemra,Roactemra
CHEMBL1237022	TOCILIZUMAB	Antibody	IL6R	ENSG00000160712	single protein	INHIBITOR	Interleukin-6 receptor alpha subunit inhibitor	Systemic Scleroderma	EFO_0000717	2005						Actemra,Actemra roactemra,Roactemra
CHEMBL1237022	TOCILIZUMAB	Antibody	IL6R	ENSG00000160712	single protein	INHIBITOR	Interleukin-6 receptor alpha subunit inhibitor	Temporal Arteritis	EFO_1001209	2005						Actemra,Actemra roactemra,Roactemra
CHEMBL221959	TOFACITINIB	Small molecule	JAK2	ENSG00000096968	protein family	INHIBITOR	Janus Kinase (JAK) inhibitor	Psoriatic Arthritis	EFO_0003778	2012						
CHEMBL221959	TOFACITINIB	Small molecule	JAK2	ENSG00000096968	protein family	INHIBITOR	Janus Kinase (JAK) inhibitor	Rheumatoid Arthritis	EFO_0000685	2012						
CHEMBL221959	TOFACITINIB	Small molecule	TYK2	ENSG00000105397	protein family	INHIBITOR	Janus Kinase (JAK) inhibitor	Immune System Disease	EFO_0000540	2012						
CHEMBL221959	TOFACITINIB	Small molecule	JAK3	ENSG00000105639	protein family	INHIBITOR	Janus Kinase (JAK) inhibitor	Immune System Disease	EFO_0000540	2012						
CHEMBL221959	TOFACITINIB	Small molecule	JAK3	ENSG00000105639	protein family	INHIBITOR	Janus Kinase (JAK) inhibitor	Psoriatic Arthritis	EFO_0003778	2012						
CHEMBL221959	TOFACITINIB	Small molecule	JAK3	ENSG00000105639	protein family	INHIBITOR	Janus Kinase (JAK) inhibitor	Rheumatoid Arthritis	EFO_0000685	2012						
CHEMBL221959	TOFACITINIB	Small molecule	JAK1	ENSG00000162434	protein family	INHIBITOR	Janus Kinase (JAK) inhibitor	Immune System Disease	EFO_0000540	2012						
CHEMBL221959	TOFACITINIB	Small molecule	JAK1	ENSG00000162434	protein family	INHIBITOR	Janus Kinase (JAK) inhibitor	Psoriatic Arthritis	EFO_0003778	2012						
CHEMBL221959	TOFACITINIB	Small molecule	JAK1	ENSG00000162434	protein family	INHIBITOR	Janus Kinase (JAK) inhibitor	Rheumatoid Arthritis	EFO_0000685	2012						
CHEMBL770	TOLAZOLINE	Small molecule	HRH2	ENSG00000113749	single protein	AGONIST	Histamine H2 receptor agonist	Arthralgia	HP_0002829	1985						
CHEMBL770	TOLAZOLINE	Small molecule	HRH2	ENSG00000113749	single protein	AGONIST	Histamine H2 receptor agonist	Cardiovascular Disease	EFO_0000319	1985						
CHEMBL770	TOLAZOLINE	Small molecule	HRH2	ENSG00000113749	single protein	AGONIST	Histamine H2 receptor agonist	Myalgia	HP_0003326	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA1A	ENSG00000120907	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Arthralgia	HP_0002829	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA1A	ENSG00000120907	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Myalgia	HP_0003326	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA2A	ENSG00000150594	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Arthralgia	HP_0002829	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA2A	ENSG00000150594	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Cardiovascular Disease	EFO_0000319	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA2A	ENSG00000150594	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Myalgia	HP_0003326	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA1B	ENSG00000170214	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Arthralgia	HP_0002829	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA1B	ENSG00000170214	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Cardiovascular Disease	EFO_0000319	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA1B	ENSG00000170214	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Myalgia	HP_0003326	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA1D	ENSG00000171873	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Arthralgia	HP_0002829	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA1D	ENSG00000171873	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Myalgia	HP_0003326	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA2C	ENSG00000184160	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Arthralgia	HP_0002829	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA2C	ENSG00000184160	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Cardiovascular Disease	EFO_0000319	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA2C	ENSG00000184160	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Myalgia	HP_0003326	1985						
CHEMBL770	TOLAZOLINE	Small molecule	HRH1	ENSG00000196639	single protein	AGONIST	Histamine H1 receptor agonist	Arthralgia	HP_0002829	1985						
CHEMBL770	TOLAZOLINE	Small molecule	HRH1	ENSG00000196639	single protein	AGONIST	Histamine H1 receptor agonist	Cardiovascular Disease	EFO_0000319	1985						
CHEMBL770	TOLAZOLINE	Small molecule	HRH1	ENSG00000196639	single protein	AGONIST	Histamine H1 receptor agonist	Myalgia	HP_0003326	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA2B	ENSG00000274286	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Arthralgia	HP_0002829	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA2B	ENSG00000274286	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Cardiovascular Disease	EFO_0000319	1985						
CHEMBL770	TOLAZOLINE	Small molecule	ADRA2B	ENSG00000274286	protein family	ANTAGONIST	Adrenergic receptor alpha antagonist	Myalgia	HP_0003326	1985						
CHEMBL1324	TOLCAPONE	Small molecule	COMT	ENSG00000093010	single protein	INHIBITOR	Catechol O-methyltransferase inhibitor	Hepatic Failure	HP_0001399	1998						Tasmar,Tolcapone
CHEMBL1324	TOLCAPONE	Small molecule	COMT	ENSG00000093010	single protein	INHIBITOR	Catechol O-methyltransferase inhibitor	Parkinson Disease	MONDO_0005180	1998						Tasmar,Tolcapone
CHEMBL1020	TOLMETIN	Small molecule	PTGS2	ENSG00000073756	protein family	INHIBITOR	Cyclooxygenase inhibitor	Arthralgia	HP_0002829	1976						
CHEMBL1020	TOLMETIN	Small molecule	PTGS2	ENSG00000073756	protein family	INHIBITOR	Cyclooxygenase inhibitor	Myalgia	HP_0003326	1976						
CHEMBL1020	TOLMETIN	Small molecule	PTGS2	ENSG00000073756	protein family	INHIBITOR	Cyclooxygenase inhibitor	Osteoarthritis	MONDO_0005178	1976						
