Chembl IDs	Drug generic name	Drug type	Target gene name	Target gene ID	Target type	Action type	Mechanism af action	Disease indication	Disease indication ID	Approval year	Genetically supported drugs	First genetic evidence reported		Genetic evidence 5y prior approval	Genetically discovered drugs	Drug trade names
CHEMBL6966	VERAPAMIL	Small molecule	CACNA1C	ENSG00000151067	protein family	BLOCKER	Voltage-gated L-type calcium channel blocker	Cardiac Arrhythmia	EFO_0004269	1981	YES		2004	NO	NO	Calan, Isoptin, Tarka, Verelan
CHEMBL426084	OLANZAPINE/SAMIDORPHAN	Small molecule	OPRD1	ENSG00000116329	single protein	PARTIAL AGONIST	Delta opioid receptor partial agonist	Schizophrenia	MONDO_0005090	2021	YES	2015*		NO [OPRD1 is associated with schizophrenia, however, samidorphan is not the key ingridient]	NO	LYBALVI
CHEMBL715	OLANZAPINE	Small molecule	DRD2	ENSG00000149295	protein family	ANTAGONIST	D2-like dopamine receptor antagonist	Bipolar Disorder	EFO_0000289	1996	YES	2019		NO	NO	Arkolamyl,Olanzapine,Zalasta,Zyprexa,Zyprexa zydis
CHEMBL715	OLANZAPINE	Small molecule	DRD2	ENSG00000149295	protein family	ANTAGONIST	D2-like dopamine receptor antagonist	Major Depressive Disorder, Unipolar Depression	MONDO_0002009, EFO_0003761	1996	YES	2018		NO	NO	Arkolamyl,Olanzapine,Zalasta,Zyprexa,Zyprexa zydis
CHEMBL715	OLANZAPINE	Small molecule	DRD2	ENSG00000149295	protein family	ANTAGONIST	D2-like dopamine receptor antagonist	Schizophrenia	MONDO_0005090	1996	YES	2014		NO	NO	Arkolamyl,Olanzapine,Zalasta,Zyprexa,Zyprexa zydis
CHEMBL715	OLANZAPINE	Small molecule	DRD3	ENSG00000151577	protein family	ANTAGONIST	D2-like dopamine receptor antagonist	Schizophrenia	MONDO_0005090	1996	YES	2014		NO	NO	Arkolamyl,Olanzapine,Zalasta,Zyprexa,Zyprexa zydis
CHEMBL642	ACEBUTOLOL	Small molecule	ADRB1	ENSG00000043591	single protein	ANTAGONIST	Beta-1 adrenergic receptor antagonist	Hypertension, Cardiovascular Disease	EFO_0000537	1984	YES	2018		NO	NO	Sectral
CHEMBL93645	ACECLOFENAC	Small molecule	PTGS2	ENSG00000073756	single protein	INHIBITOR	Cyclooxygenase-2 inhibitor	Rheumatoid Arthritis	EFO_0000685	2002	YES	2020		NO	NO	Gerbin,Preservex
CHEMBL20	ACETAZOLAMIDE	Small molecule	CA12	ENSG00000074410	single protein	INHIBITOR	Carbonic anhydrase XII inhibitor	Heart Failure	EFO_0003144	1953	YES	2010		NO	NO	Acetazolamide,Diamox,Diamox sr,Eytazox
CHEMBL1589	ACETOHEXAMIDE	Small molecule	ABCC8	ENSG00000006071	protein complex	BLOCKER	Sulfonylurea receptor 1, Kir6.2 blocker	Diabetes Mellitus	EFO_0000400	1964	YES		1999	NO	NO	Acetohexamide,Dimelor,Dymelor
CHEMBL1589	ACETOHEXAMIDE	Small molecule	KCNJ11	ENSG00000187486	protein complex	BLOCKER	Sulfonylurea receptor 1, Kir6.2 blocker	Diabetes Mellitus	EFO_0000400	1964	YES		1996	NO	NO	Acetohexamide,Dimelor,Dymelor
CHEMBL1194325	ACLIDINIUM	Small molecule	CHRM3	ENSG00000133019	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M3 antagonist	Chronic Obstructive Pulmonary Disease	EFO_0000341	2012	YES	2019		NO	NO	Bretaris Genuair, Duaklir, Duaklir Genuair, Eklira Genuair, Tudorza, Tudorza Genuair
CHEMBL1201580	ADALIMUMAB	Antibody	TNF	ENSG00000232810	single protein	INHIBITOR	TNF-alpha inhibitor	Psoriatic Arthritis	EFO_0003778	2002	YES		2003 [UniProt]	NO	NO	Humira
CHEMBL2107841	ALBIGLUTIDE	Protein	GLP1R	ENSG00000112164	single protein	AGONIST	Glucagon-like peptide 1 receptor agonist	diabetes mellitus  Mellitus	MONDO_0005148	2014	YES	2019		NO	NO	Eperzan
CHEMBL1201593	ALTEPLASE	Enzyme	PLG	ENSG00000122194	single protein	ACTIVATOR	Plasminogen activator	Myocardial Infarction	EFO_0000612	1996	YES	2015		NO	NO	Actilyse,Actilyse cathflo,Activase,Cathflo activase
CHEMBL1201593	ALTEPLASE	Enzyme	PLG	ENSG00000122194	single protein	ACTIVATOR	Plasminogen activator	Heart Failure	EFO_0003144	1996	YES	2020		NO	NO	Actilyse,Actilyse cathflo,Activase,Cathflo activase
CHEMBL1201593	ALTEPLASE	Enzyme	PLG	ENSG00000122194	single protein	ACTIVATOR	Plasminogen activator	Stroke	EFO_0000712	1996	YES	2013		NO	NO	Actilyse,Actilyse cathflo,Activase,Cathflo activase
CHEMBL1370561	AMINOPHYLLINE	Small molecule	PDE4D	ENSG00000113448	protein family	INHIBITOR	Phosphodiesterase 4 inhibitor	Asthma	MONDO_0004979	1940	YES	2009		NO	NO	Aminophyllin,Aminophylline,Aminophylline In Sodium Chloride,Aminophylline dye free,Ammophyllin,Amnivent-225 sr,Amnivent-350 sr,Peterphyllin,Phyllocontin,Somophyllin,Somophyllin-df,Truphylline
CHEMBL1370561	AMINOPHYLLINE	Small molecule	ADORA1	ENSG00000163485	protein family	ANTAGONIST	Adenosine receptor antagonist	Asthma	MONDO_0004979	1940	YES	2016		NO	NO	Aminophyllin,Aminophylline,Aminophylline In Sodium Chloride,Aminophylline dye free,Ammophyllin,Amnivent-225 sr,Amnivent-350 sr,Peterphyllin,Phyllocontin,Somophyllin,Somophyllin-df,Truphylline
CHEMBL633	AMIODARONE	Small molecule	KCNH2	ENSG00000055118	single protein	BLOCKER	HERG blocker	Cardiac Arrhythmia, Ventricular Fibrillation	EFO_0004269, EFO_0004287	1985	YES	2001		NO	NO	Cordarone,Nexterone, Pacerone
CHEMBL1491	AMLODIPINE	Small molecule	CACNA1C	ENSG00000151067	protein family	BLOCKER	Voltage-gated L-type calcium channel blocker	Congestive Heart Failure	EFO_0000373	1992	YES	2015		NO	NO	Astudal 5,Istin,Norvas,Norvasc
CHEMBL1491	AMLODIPINE	Small molecule	CACNA1D	ENSG00000157388	protein family	BLOCKER	Voltage-gated L-type calcium channel blocker	Hypertension, Cardiovascular Disease	EFO_0000537, EFO_0000319	1992	YES	2018		NO	NO	Amlobenz, Azor, Caduet, Consensi, Dafiro, Exforge, Exforge Hct, Katerzia, Lotrel, Norliqva, Norvasc, Prestalia, Tribenzor, Twynsta, Viacoram
CHEMBL1113	AMOXAPINE	Small molecule	DRD2	ENSG00000149295	protein family	ANTAGONIST	Dopamine receptor antagonist	Unipolar Depression	EFO_0003761	1980	YES	2018		NO	NO	Amoxapine,Asendin,Asendis,Defanyl
CHEMBL231779	APIXABAN	Small molecule	F10	ENSG00000126218	single protein	INHIBITOR	Coagulation factor X inhibitor	Atrial Fibrillation	EFO_0000275	2012	YES	2018		NO	NO	Eliquis
CHEMBL514800	APREMILAST	Small molecule	PDE4A	ENSG00000065989	protein family	INHIBITOR	Phosphodiesterase 4 inhibitor	Psoriasis	EFO_0000676	2014	YES	2010		NO	NO	Otezla
CHEMBL514800	APREMILAST	Small molecule	PDE4D	ENSG00000113448	protein family	INHIBITOR	Phosphodiesterase 4 inhibitor	Oral Ulcer	HP_0000155	2014	YES	2019		NO	NO	Otezla
CHEMBL2219425	ARIPIPRAZOLE LAUROXIL	Small molecule	DRD2	ENSG00000149295	single protein	PARTIAL AGONIST	Dopamine D2 receptor partial agonist	Major Depressive Disorder	MONDO_0002009	2015	YES	2018		NO	NO	Aristada,Aristada initio kit
CHEMBL2219425	ARIPIPRAZOLE LAUROXIL	Small molecule	DRD2	ENSG00000149295	single protein	PARTIAL AGONIST	Dopamine D2 receptor partial agonist	Schizophrenia	MONDO_0005090	2015	YES	2014		NO	NO	Aristada,Aristada initio kit
CHEMBL2219425	ARIPIPRAZOLE LAUROXIL	Small molecule	DRD2	ENSG00000149295	single protein	PARTIAL AGONIST	Dopamine D2 receptor partial agonist	Tourette Syndrome	EFO_0004895	2015	YES	2019		NO	NO	Aristada,Aristada initio kit
CHEMBL2219425	ARIPIPRAZOLE LAUROXIL	Small molecule	DRD2	ENSG00000149295	single protein	PARTIAL AGONIST	Dopamine D2 receptor partial agonist	Bipolar Disorder	EFO_0000289	2015	YES	2019		NO	NO	Aristada,Aristada initio kit
CHEMBL1112	ARIPIPRAZOLE	Small molecule	DRD2	ENSG00000149295	single protein	PARTIAL AGONIST	Dopamine D2 receptor partial agonist	Bipolar Disorder	EFO_0000289	2002	YES	2019		NO	NO	Abilify,Abilify maintena,Abilify maintena kit,Abilify mycite kit,Aripiprazole
CHEMBL1112	ARIPIPRAZOLE	Small molecule	DRD2	ENSG00000149295	single protein	PARTIAL AGONIST	Dopamine D2 receptor partial agonist	Schizophrenia	MONDO_0005090	2002	YES	2014		NO	NO	Abilify,Abilify maintena,Abilify maintena kit,Abilify mycite kit,Aripiprazole
CHEMBL1112	ARIPIPRAZOLE	Small molecule	DRD2	ENSG00000149295	single protein	PARTIAL AGONIST	Dopamine D2 receptor partial agonist	Unipolar Depression	EFO_0003761	2002	YES	2018		NO	NO	Abilify,Abilify maintena,Abilify maintena kit,Abilify mycite kit,Aripiprazole
CHEMBL3187365	ASENAPINE	Small molecule	DRD2	ENSG00000149295	single protein	ANTAGONIST	Dopamine D2 receptor antagonist	Schizophrenia	MONDO_0005090	2009	YES	2014		NO	NO	Saphris, Secuado, Sycrest
CHEMBL3187365	ASENAPINE	Small molecule	DRD2	ENSG00000149295	single protein	ANTAGONIST	Dopamine D2 receptor antagonist	Bipolar Disorder	EFO_0000289	2009	YES	2019		NO	NO	Saphris, Secuado, Sycrest
CHEMBL24	ATENOLOL	Small molecule	ADRB1	ENSG00000043591	single protein	ANTAGONIST	Beta-1 adrenergic receptor antagonist	Hypertension	EFO_0000537	1981	YES	2018		NO	NO	Antipressan,Atenamin,Atenix-100,Atenix-25,Atenix-50,Atenolol,Ibinolo,Kentol,Tenormin,Tenormin 25,Tenormin l.s.,Totamol,Unibloc,Vasaten
CHEMBL1487	ATORVASTATIN	Small molecule	HMGCR	ENSG00000113161	single protein	INHIBITOR	HMG-CoA reductase inhibitor	Familial Hypercholesterolemia	EFO_0004911	1996	YES	2008		NO	NO	Atorvastatin calcium,Lipitor
CHEMBL1487	ATORVASTATIN	Small molecule	HMGCR	ENSG00000113161	single protein	INHIBITOR	HMG-CoA reductase inhibitor	Hypercholesterolemia, Hyperlipidemia	HP_0003124, MONDO_0021187	1996	YES	2008		NO	NO	Atorvastatin calcium,Lipitor
CHEMBL1487	ATORVASTATIN	Small molecule	HMGCR	ENSG00000113161	single protein	INHIBITOR	HMG-CoA reductase inhibitor	Heart Failure	EFO_0003144	1996	YES	2016		NO	NO	Atorvastatin calcium,Lipitor
CHEMBL1487	ATORVASTATIN	Small molecule	HMGCR	ENSG00000113161	single protein	INHIBITOR	HMG-CoA reductase inhibitor	Myocardial Infarction	EFO_0000612	1996	YES	2008		NO	NO	Atorvastatin calcium,Lipitor
CHEMBL1487	ATORVASTATIN	Small molecule	HMGCR	ENSG00000113161	single protein	INHIBITOR	HMG-CoA reductase inhibitor	Stroke	EFO_0000712	1996	YES	2008		NO	NO	Atorvastatin calcium,Lipitor
CHEMBL2028661	AZILSARTAN MEDOXOMIL	Small molecule	AGTR1	ENSG00000144891	single protein	ANTAGONIST	Type-1 angiotensin II receptor antagonist	Hypertension	EFO_0000537	2011	YES	2021		NO	NO	Edarbi
CHEMBL838	BENAZEPRIL	Small molecule	ACE	ENSG00000159640	single protein	INHIBITOR	Angiotensin-converting enzyme inhibitor	Hypertension	EFO_0000537	1991	YES	2016		NO	NO	Benazepril hydrochloride,Cibacen,Lotensin
CHEMBL838	BENAZEPRIL	Small molecule	ACE	ENSG00000159640	single protein	INHIBITOR	Angiotensin-converting enzyme inhibitor	Stroke	EFO_0000712	1991	YES	2004		NO	NO	Benazepril hydrochloride,Cibacen,Lotensin
CHEMBL1684	BENDROFLUMETHIAZIDE	Small molecule	SLC12A3	ENSG00000070915	single protein	INHIBITOR	Thiazide-sensitive sodium-chloride cotransporter inhibitor	Hypertension	EFO_0000537	1959	YES	2021		NO	NO	Aprinox,Berkozide,Centyl,Naturetin,Naturetin-10,Naturetin-2.5,Naturetin-5,Neo-bendromax 2.5,Neo-bendromax 5,Neo-naclex,Urizide
CHEMBL1008	BEPRIDIL	Small molecule	CACNA1D	ENSG00000157388	protein complex group	BLOCKER	Voltage-gated calcium channel blocker	Cardiovascular Disease	EFO_0000319	1990	YES	2018		NO	NO	
CHEMBL1008	BEPRIDIL	Small molecule	CACNB2	ENSG00000165995	protein complex group	BLOCKER	Voltage-gated calcium channel blocker	Cardiovascular Disease	EFO_0000319	1990	YES	2018		NO	NO	
CHEMBL1008	BEPRIDIL	Small molecule	CACNB3	ENSG00000167535	protein complex group	BLOCKER	Voltage-gated calcium channel blocker	Cardiovascular Disease	EFO_0000319	1990	YES	2018		NO	NO	
CHEMBL423	BETAXOLOL	Small molecule	ADRB1	ENSG00000043591	single protein	ANTAGONIST	Beta-1 adrenergic receptor antagonist	Hypertension	EFO_0000537	1985	YES	2018		NO	NO	Betoptic,Betoptic susp
CHEMBL645	BISOPROLOL	Small molecule	ADRB1	ENSG00000043591	single protein	ANTAGONIST	Beta-1 adrenergic receptor antagonist	Cardiovascular Disease	EFO_0000319	1992	YES	2018		NO	NO	Bipranix,Bisoprolol fumarate,Cardicor,Concor,Congescor,Emcor,Emcor ls,Isoten mitis,Monocor,Soloc,Soprol,Vivacor,Zebeta
CHEMBL2105760	BREXPIPRAZOLE	Small molecule	DRD2	ENSG00000149295	single protein	PARTIAL AGONIST	Dopamine D2 receptor partial agonist	Major Depressive Disorder, Unipolar Depression	MONDO_0002009, EFO_0003761	2015	YES	2018		NO	NO	Rexulti
CHEMBL2105760	BREXPIPRAZOLE	Small molecule	DRD2	ENSG00000149295	single protein	PARTIAL AGONIST	Dopamine D2 receptor partial agonist	Schizophrenia	MONDO_0005090	2015	YES	2014		NO	NO	Rexulti
CHEMBL1098	BUPIVACAINE	Small molecule	SCN4A	ENSG00000007314	single protein	BLOCKER	Sodium channel protein type IV alpha subunit blocker	Pain	EFO_0003843	1972	YES	2017		NO	NO	Anekain,Exparel,Marcaine,Posimir,Sensorcaine
CHEMBL511142	BUPRENORPHINE	Small molecule	OPRM1	ENSG00000112038	single protein	AGONIST	Mu opioid receptor agonist	Opioid Use Disorder	EFO_0010702	1981	YES	2020		NO	NO	Bupeaze,Buplast,Butec,Butrans,Hapoctasin,Panitaz,Prenotrix,Reletrans,Sevodyne,Sublocade,Temgesic,Tephine,Transtec
CHEMBL1014	CANDESARTAN CILEXETIL	Small molecule	AGTR1	ENSG00000144891	single protein	ANTAGONIST	Type-1 angiotensin II receptor antagonist	Hypertension	EFO_0000537	1998	YES	2021		NO	NO	Amias,Atacand,Candesartan cilexetil,Ratacand
CHEMBL1560	CAPTOPRIL	Small molecule	ACE	ENSG00000159640	single protein	INHIBITOR	Angiotensin-converting enzyme inhibitor	Diabetic Nephropathy	EFO_0000401	1981	YES	2017		NO	NO	Acepril,Capoten,Captomex,Captopril,Ecopace,Hyteneze 12.5,Hyteneze 25,Hyteneze 50,Kaplon,Lopril,Noyada,Tensobon
CHEMBL1560	CAPTOPRIL	Small molecule	ACE	ENSG00000159640	single protein	INHIBITOR	Angiotensin-converting enzyme inhibitor	Hypertension	EFO_0000537	1981	YES	2016		NO	NO	Acepril,Capoten,Captomex,Captopril,Ecopace,Hyteneze 12.5,Hyteneze 25,Hyteneze 50,Kaplon,Lopril,Noyada,Tensobon
CHEMBL108	CARBAMAZEPINE	Small molecule	SCN4A	ENSG00000007314	protein family	BLOCKER	Sodium channel alpha subunit blocker	Seizure, Partial Epilepsy	HP_0001250, EFO_0004263	1968	YES		2001	NO	NO	Arbil mr,Carbagen sr,Carbamazepine,Carbatrol,Carnexiv,Epimaz,Epimaz ret,Epitol,Equetro,Sirtal ret,Tegretol,Tegretol Xr,Tegretol chewtab,Tegretol prolonged release,Tegretol-xr,Teril,Teril ret,Timonil 200 ret,Timonil 400 ret
CHEMBL108	CARBAMAZEPINE	Small molecule	SCN2A	ENSG00000136531	protein family	BLOCKER	Sodium channel alpha subunit blocker	Bipolar Disorder	EFO_0000289	1968	YES	2019		NO	NO	Arbil mr,Carbagen sr,Carbamazepine,Carbatrol,Carnexiv,Epimaz,Epimaz ret,Epitol,Equetro,Sirtal ret,Tegretol,Tegretol Xr,Tegretol chewtab,Tegretol prolonged release,Tegretol-xr,Teril,Teril ret,Timonil 200 ret,Timonil 400 ret
CHEMBL108	CARBAMAZEPINE	Small molecule	SCN2A	ENSG00000136531	protein family	BLOCKER	Sodium channel alpha subunit blocker	Seizure	HP_0001250	1968	YES		2004	NO	NO	Arbil mr,Carbagen sr,Carbamazepine,Carbatrol,Carnexiv,Epimaz,Epimaz ret,Epitol,Equetro,Sirtal ret,Tegretol,Tegretol Xr,Tegretol chewtab,Tegretol prolonged release,Tegretol-xr,Teril,Teril ret,Timonil 200 ret,Timonil 400 ret
CHEMBL108	CARBAMAZEPINE	Small molecule	SCN1A	ENSG00000144285	protein family	BLOCKER	Sodium channel alpha subunit blocker	Seizure, Partial Epilepsy	HP_0001250, EFO_0004263	1968	YES		1999	NO	NO	Arbil mr,Carbagen sr,Carbamazepine,Carbatrol,Carnexiv,Epimaz,Epimaz ret,Epitol,Equetro,Sirtal ret,Tegretol,Tegretol Xr,Tegretol chewtab,Tegretol prolonged release,Tegretol-xr,Teril,Teril ret,Timonil 200 ret,Timonil 400 ret
CHEMBL108	CARBAMAZEPINE	Small molecule	SCN3A	ENSG00000153253	protein family	BLOCKER	Sodium channel alpha subunit blocker	Seizure, Partial Epilepsy	HP_0001250,EFO_0004263	1968	YES		2014	NO	NO	Arbil mr,Carbagen sr,Carbamazepine,Carbatrol,Carnexiv,Epimaz,Epimaz ret,Epitol,Equetro,Sirtal ret,Tegretol,Tegretol Xr,Tegretol chewtab,Tegretol prolonged release,Tegretol-xr,Teril,Teril ret,Timonil 200 ret,Timonil 400 ret
CHEMBL108	CARBAMAZEPINE	Small molecule	SCN3A	ENSG00000153253	protein family	BLOCKER	Sodium channel alpha subunit blocker	Bipolar Disorder	EFO_0000289	1968	YES	2019		NO	NO	Arbil mr,Carbagen sr,Carbamazepine,Carbatrol,Carnexiv,Epimaz,Epimaz ret,Epitol,Equetro,Sirtal ret,Tegretol,Tegretol Xr,Tegretol chewtab,Tegretol prolonged release,Tegretol-xr,Teril,Teril ret,Timonil 200 ret,Timonil 400 ret
CHEMBL108	CARBAMAZEPINE	Small molecule	SCN9A	ENSG00000169432	protein family	BLOCKER	Sodium channel alpha subunit blocker	Epilepsy, Seizure	EFO_0000474, HP_0001250	1968	YES		2009	NO	NO	Arbil mr,Carbagen sr,Carbamazepine,Carbatrol,Carnexiv,Epimaz,Epimaz ret,Epitol,Equetro,Sirtal ret,Tegretol,Tegretol Xr,Tegretol chewtab,Tegretol prolonged release,Tegretol-xr,Teril,Teril ret,Timonil 200 ret,Timonil 400 ret
CHEMBL108	CARBAMAZEPINE	Small molecule	SCN8A	ENSG00000196876	protein family	BLOCKER	Sodium channel alpha subunit blocker	Partial Epilepsy, Seizure	EFO_0004263, HP_0001250	1968	YES		2012	NO	NO	Arbil mr,Carbagen sr,Carbamazepine,Carbatrol,Carnexiv,Epimaz,Epimaz ret,Epitol,Equetro,Sirtal ret,Tegretol,Tegretol Xr,Tegretol chewtab,Tegretol prolonged release,Tegretol-xr,Teril,Teril ret,Timonil 200 ret,Timonil 400 ret
CHEMBL2028019	CARIPRAZINE	Small molecule	DRD2	ENSG00000149295	single protein	MODULATOR	Dopamine D2 receptor modulator	Bipolar Disorder	EFO_0000289	2015	YES	2019		NO	NO	Reagila, Vraylar
CHEMBL2028019	CARIPRAZINE	Small molecule	DRD2	ENSG00000149295	single protein	MODULATOR	Dopamine D2 receptor modulator	Schizophrenia	MONDO_0005090	2015	YES	2014		NO	NO	Reagila, Vraylar
CHEMBL723	CARVEDILOL	Small molecule	ADRB1	ENSG00000043591	protein family	ANTAGONIST	Adrenergic receptor beta antagonist	Cardiovascular Disease	EFO_0000319	1995	YES	2018		NO	NO	Carvedilol,Coreg,Coreg CR,Eucardic 12.5,Eucardic 25,Eucardic 3.125,Eucardic 6.25
CHEMBL723	CARVEDILOL	Small molecule	ADRB1	ENSG00000043591	protein family	ANTAGONIST	Adrenergic receptor beta antagonist	Hypertension	EFO_0000537	1995	YES	2018		NO	NO	Carvedilol,Coreg,Coreg CR,Eucardic 12.5,Eucardic 25,Eucardic 3.125,Eucardic 6.25
CHEMBL723	CARVEDILOL	Small molecule	ADRA1A	ENSG00000120907	protein family	ANTAGONIST	Adrenergic receptor alpha-1 antagonist	Cardiovascular Disease	EFO_0000319	1995	YES	2018		NO	NO	Carvedilol,Coreg,Coreg CR,Eucardic 12.5,Eucardic 25,Eucardic 3.125,Eucardic 6.25
CHEMBL723	CARVEDILOL	Small molecule	ADRA1A	ENSG00000120907	protein family	ANTAGONIST	Adrenergic receptor alpha-1 antagonist	Hypertension	EFO_0000537	1995	YES	2018		NO	NO	Carvedilol,Coreg,Coreg CR,Eucardic 12.5,Eucardic 25,Eucardic 3.125,Eucardic 6.25
CHEMBL723	CARVEDILOL	Small molecule	ADRA1D	ENSG00000171873	protein family	ANTAGONIST	Adrenergic receptor alpha-1 antagonist	Cardiovascular Disease	EFO_0000319	1995	YES	2018		NO	NO	Carvedilol,Coreg,Coreg CR,Eucardic 12.5,Eucardic 25,Eucardic 3.125,Eucardic 6.25
CHEMBL723	CARVEDILOL	Small molecule	ADRA1D	ENSG00000171873	protein family	ANTAGONIST	Adrenergic receptor alpha-1 antagonist	Hypertension	EFO_0000537	1995	YES	2018		NO	NO	Carvedilol,Coreg,Coreg CR,Eucardic 12.5,Eucardic 25,Eucardic 3.125,Eucardic 6.25
CHEMBL118	CELECOXIB	Small molecule	PTGS2	ENSG00000073756	single protein	INHIBITOR	Cyclooxygenase-2 inhibitor	Rheumatoid Arthritis	EFO_0000685	1998	YES	2020		NO	NO	Celebra,Celebrex,Celecoxib,Elyxyb,Onsenal
CHEMBL1477	CERIVASTATIN	Small molecule	HMGCR	ENSG00000113161	single protein	INHIBITOR	HMG-CoA reductase inhibitor	Cardiovascular Disease	EFO_0000319	1997	YES	2016		NO	NO	Lipobay
CHEMBL1201831	CERTOLIZUMAB PEGOL	Antibody	TNF	ENSG00000232810	single protein	INHIBITOR	TNF-alpha inhibitor	Psoriatic Arthritis	EFO_0003778	2008	YES		2003 [UniProt]	NO	NO	Cimzia
CHEMBL1201831	CERTOLIZUMAB PEGOL	Antibody	TNF	ENSG00000232810	single protein	INHIBITOR	TNF-alpha inhibitor	Crohn'S Disease	EFO_0000384	2008	YES	2010		NO	NO	Cimzia
CHEMBL842	CHLOROTHIAZIDE	Small molecule	SLC12A3	ENSG00000070915	single protein	INHIBITOR	Thiazide-sensitive sodium-chloride cotransporter inhibitor	Hypertension	EFO_0000537	1958	YES	2021		NO	NO	Chlorothiazide,Diuril,Saluric
CHEMBL71	CHLORPROMAZINE	Small molecule	DRD2	ENSG00000149295	protein family	ANTAGONIST	D2-like dopamine receptor antagonist	Schizophrenia	MONDO_0005090	1957	YES	2014		NO	NO	Elmarin,Largactil,Megaphen,Thorazine
CHEMBL71	CHLORPROMAZINE	Small molecule	DRD3	ENSG00000151577	protein family	ANTAGONIST	D2-like dopamine receptor antagonist	Schizophrenia	MONDO_0005090	1957	YES	2014		NO	NO	Elmarin,Largactil,Megaphen,Thorazine
CHEMBL498	CHLORPROPAMIDE	Small molecule	ABCC8	ENSG00000006071	protein complex	BLOCKER	Sulfonylurea receptor 1, Kir6.2 blocker	Diabetes Mellitus	EFO_0000400	1958	YES		1999	NO	NO	Chlorpropamide,Diabemide,Diabinese,Glucamide,Glymese,Melitase
CHEMBL498	CHLORPROPAMIDE	Small molecule	KCNJ11	ENSG00000187486	protein complex	BLOCKER	Sulfonylurea receptor 1, Kir6.2 blocker	Diabetes Mellitus	EFO_0000400	1958	YES		1996	NO	NO	Chlorpropamide,Diabemide,Diabinese,Glucamide,Glymese,Melitase
CHEMBL1055	CHLORTHALIDONE	Small molecule	SLC12A3	ENSG00000070915	single protein	INHIBITOR	Thiazide-sensitive sodium-chloride cotransporter inhibitor	Hypertension	EFO_0000537	1960	YES	2021		NO	NO	Chlorthalidone,Hygroton,Thalitone
CHEMBL1237132	CLEVIDIPINE	Small molecule	CACNA1D	ENSG00000157388	protein family	BLOCKER	Voltage-gated L-type calcium channel blocker	Cardiovascular Disease	EFO_0000319	2008	YES	2018		NO	NO	Cleviprex
CHEMBL70418	CLOBAZAM	Small molecule	GABRA1	ENSG00000022355	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Seizure	HP_0001250	2005	YES		2002	NO	NO	Frisium,Onfi,Perizam,Sympazan,Tapclob,Urbanyl
CHEMBL70418	CLOBAZAM	Small molecule	GABRG2	ENSG00000113327	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Lennox-Gastaut Syndrome, Seizure	MONDO_0016532, HP_0001250	2005	YES		2017	NO	NO	Frisium,Onfi,Perizam,Sympazan,Tapclob,Urbanyl
CHEMBL70418	CLOBAZAM	Small molecule	GABRA5	ENSG00000186297	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Seizure	HP_0001250	2005	YES		2018	NO	NO	Frisium,Onfi,Perizam,Sympazan,Tapclob,Urbanyl
CHEMBL415	CLOMIPRAMINE	Small molecule	SLC6A4	ENSG00000108576	single protein	INHIBITOR	Serotonin transporter inhibitor	Obsessive-Compulsive Disorder	EFO_0004242	1989	YES		1998	NO	NO	
CHEMBL452	CLONAZEPAM	Small molecule	GABRA1	ENSG00000022355	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Seizure	HP_0001250	1975	YES		2002	NO	NO	Clonazepam,Klonopin,Klonopin rapidly disintegrating,Rivotril
